,age,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,poutcome,y
1860,48.0,secondary,no,99.0,yes,no,may,344.0,1.0,-1.0,0.0,unknown,no
1861,28.0,secondary,no,290.0,yes,no,may,128.0,1.0,-1.0,0.0,unknown,no
1862,47.0,secondary,no,1230.0,yes,no,apr,412.0,1.0,169.0,1.0,success,yes
1863,32.0,secondary,no,45.0,yes,yes,may,908.0,3.0,344.0,7.0,other,no
1864,32.0,secondary,no,923.0,yes,no,apr,819.0,4.0,-1.0,0.0,unknown,no
1865,38.0,tertiary,no,950.0,no,no,aug,210.0,2.0,-1.0,0.0,unknown,no
1866,86.0,secondary,no,1503.0,no,no,mar,165.0,3.0,101.0,1.0,other,no
1867,47.0,secondary,no,65.0,no,no,aug,118.0,8.0,-1.0,0.0,unknown,no
1868,42.0,primary,no,-679.0,yes,yes,may,159.0,1.0,343.0,2.0,failure,no
1869,44.0,tertiary,no,773.0,no,yes,jul,618.0,1.0,-1.0,0.0,unknown,no
1870,25.0,unknown,no,10788.0,no,no,dec,102.0,2.0,210.0,2.0,other,no
1871,34.0,secondary,no,991.0,yes,no,may,89.0,1.0,344.0,1.0,failure,no
1872,34.0,secondary,no,247.0,no,no,oct,401.0,2.0,-1.0,0.0,unknown,yes
1873,53.0,primary,no,4143.0,no,no,jul,200.0,3.0,-1.0,0.0,unknown,no
1874,42.0,unknown,no,-406.0,yes,no,jul,152.0,5.0,-1.0,0.0,unknown,no
1875,30.0,secondary,no,180.0,no,no,jul,203.0,1.0,183.0,2.0,failure,no
1876,26.0,primary,no,-887.0,yes,no,may,827.0,2.0,-1.0,0.0,unknown,yes
1877,40.0,secondary,no,4157.0,yes,no,may,735.0,1.0,-1.0,0.0,unknown,no
1878,34.0,secondary,no,1386.0,yes,yes,may,185.0,6.0,-1.0,0.0,unknown,no
1879,34.0,secondary,no,2211.0,no,no,may,149.0,1.0,-1.0,0.0,unknown,no
1880,40.0,tertiary,no,-495.0,no,yes,jul,303.0,2.0,-1.0,0.0,unknown,no
1881,36.0,tertiary,no,27359.0,yes,no,jun,71.0,2.0,-1.0,0.0,unknown,no
1882,34.0,secondary,no,440.0,yes,no,may,445.0,2.0,345.0,2.0,failure,no
1883,32.0,secondary,no,135.0,yes,no,may,232.0,2.0,-1.0,0.0,unknown,no
1884,39.0,secondary,no,-735.0,yes,no,jan,144.0,5.0,248.0,2.0,failure,no
1885,36.0,tertiary,no,60.0,no,no,aug,209.0,2.0,-1.0,0.0,unknown,no
1886,39.0,secondary,no,902.0,yes,no,feb,691.0,2.0,180.0,5.0,failure,yes
1887,33.0,unknown,no,18347.0,yes,no,may,415.0,1.0,-1.0,0.0,unknown,no
1888,34.0,secondary,no,-72.0,yes,no,jul,273.0,5.0,-1.0,0.0,unknown,no
1889,42.0,tertiary,no,1205.0,no,no,sep,376.0,2.0,-1.0,0.0,unknown,yes
1890,46.0,secondary,no,499.0,yes,no,jul,37.0,10.0,-1.0,0.0,unknown,no
1891,32.0,tertiary,no,656.0,yes,yes,apr,148.0,2.0,-1.0,0.0,unknown,no
1892,27.0,secondary,no,100.0,no,no,jul,57.0,2.0,-1.0,0.0,unknown,no
1893,35.0,secondary,no,69.0,yes,no,may,461.0,3.0,-1.0,0.0,unknown,no
1894,53.0,unknown,no,619.0,no,no,jun,198.0,6.0,-1.0,0.0,unknown,no
1895,29.0,secondary,no,192.0,no,no,jan,327.0,4.0,-1.0,0.0,unknown,no
1896,35.0,tertiary,no,0.0,no,no,aug,669.0,6.0,-1.0,0.0,unknown,no
1897,49.0,tertiary,no,87.0,no,no,jan,165.0,1.0,-1.0,0.0,unknown,no
1898,58.0,tertiary,no,3228.0,no,no,aug,58.0,2.0,-1.0,0.0,unknown,no
1899,40.0,tertiary,no,1361.0,no,no,jan,1473.0,1.0,-1.0,0.0,unknown,yes
1900,19.0,unknown,no,0.0,no,no,feb,123.0,3.0,-1.0,0.0,unknown,no
1901,30.0,tertiary,no,34.0,yes,no,may,289.0,1.0,-1.0,0.0,unknown,no
1902,34.0,secondary,no,318.0,no,yes,jul,239.0,5.0,-1.0,0.0,unknown,no
1903,60.0,secondary,no,197.0,no,no,oct,1386.0,1.0,-1.0,0.0,unknown,no
1904,28.0,tertiary,no,0.0,no,no,sep,294.0,2.0,105.0,7.0,other,yes
1905,46.0,tertiary,no,273.0,yes,no,mar,910.0,2.0,184.0,4.0,success,yes
1906,49.0,primary,no,15.0,yes,no,may,550.0,7.0,-1.0,0.0,unknown,no
1907,59.0,tertiary,no,7813.0,yes,no,nov,75.0,1.0,-1.0,0.0,unknown,no
1908,44.0,secondary,no,-27.0,yes,yes,may,100.0,3.0,-1.0,0.0,unknown,no
1909,33.0,tertiary,no,75.0,no,no,jul,204.0,4.0,-1.0,0.0,unknown,no
1910,54.0,secondary,no,1139.0,yes,no,may,155.0,1.0,177.0,7.0,failure,no
1911,26.0,secondary,no,115.0,yes,no,jul,46.0,3.0,-1.0,0.0,unknown,no
1912,54.0,secondary,no,0.0,no,no,apr,1366.0,1.0,150.0,1.0,failure,no
1913,48.0,primary,no,7195.0,no,no,nov,609.0,2.0,-1.0,0.0,unknown,yes
1914,30.0,tertiary,no,-477.0,no,yes,aug,1532.0,2.0,-1.0,0.0,unknown,yes
1915,29.0,tertiary,no,1026.0,no,no,nov,226.0,1.0,92.0,1.0,other,yes
1916,51.0,tertiary,no,3921.0,yes,no,may,168.0,1.0,-1.0,0.0,unknown,no
1917,53.0,primary,no,980.0,yes,no,dec,352.0,1.0,-1.0,0.0,unknown,yes
1918,43.0,secondary,no,-179.0,yes,no,jul,335.0,6.0,-1.0,0.0,unknown,no
1919,34.0,tertiary,no,2552.0,yes,yes,sep,74.0,1.0,-1.0,0.0,unknown,no
1920,40.0,tertiary,no,1729.0,yes,no,may,85.0,1.0,-1.0,0.0,unknown,no
1921,43.0,secondary,no,434.0,yes,no,may,117.0,1.0,-1.0,0.0,unknown,no
1922,33.0,secondary,no,-300.0,yes,yes,jul,184.0,1.0,-1.0,0.0,unknown,no
1923,66.0,secondary,no,4785.0,no,no,aug,72.0,3.0,-1.0,0.0,unknown,no
1924,44.0,secondary,no,-329.0,yes,no,may,171.0,1.0,-1.0,0.0,unknown,no
1925,33.0,secondary,no,0.0,yes,no,jul,44.0,8.0,-1.0,0.0,unknown,no
1926,31.0,secondary,no,391.0,no,no,aug,336.0,2.0,-1.0,0.0,unknown,no
1927,71.0,primary,no,4657.0,no,no,feb,93.0,5.0,-1.0,0.0,unknown,yes
1928,22.0,primary,no,3472.0,no,no,oct,332.0,1.0,183.0,3.0,failure,yes
1929,46.0,tertiary,no,705.0,no,no,feb,398.0,1.0,-1.0,0.0,unknown,no
1930,32.0,secondary,no,255.0,yes,yes,may,86.0,2.0,-1.0,0.0,unknown,no
1931,45.0,secondary,no,4365.0,no,yes,feb,45.0,2.0,-1.0,0.0,unknown,no
1932,32.0,secondary,no,350.0,yes,no,may,110.0,2.0,-1.0,0.0,unknown,no
1933,49.0,primary,no,474.0,yes,yes,feb,152.0,3.0,221.0,1.0,failure,no
1934,27.0,secondary,no,489.0,yes,no,jul,356.0,4.0,-1.0,0.0,unknown,yes
1935,46.0,secondary,no,757.0,no,no,jun,382.0,3.0,-1.0,0.0,unknown,no
1936,37.0,tertiary,no,695.0,no,no,jan,233.0,1.0,-1.0,0.0,unknown,no
1937,30.0,secondary,yes,-770.0,yes,no,may,87.0,1.0,-1.0,0.0,unknown,no
1938,44.0,secondary,no,80.0,yes,yes,may,387.0,2.0,-1.0,0.0,unknown,no
1939,45.0,secondary,no,315.0,yes,no,jun,103.0,1.0,-1.0,0.0,unknown,no
1940,27.0,secondary,no,213.0,no,no,mar,378.0,1.0,-1.0,0.0,unknown,yes
1941,57.0,primary,no,0.0,no,no,jun,257.0,2.0,-1.0,0.0,unknown,no
1942,66.0,tertiary,no,2169.0,no,no,jul,282.0,1.0,-1.0,0.0,unknown,no
1943,40.0,secondary,no,212.0,no,no,jan,176.0,1.0,-1.0,0.0,unknown,no
1944,48.0,secondary,no,333.0,yes,no,may,24.0,6.0,-1.0,0.0,unknown,no
1945,33.0,secondary,no,4404.0,yes,no,nov,766.0,3.0,-1.0,0.0,unknown,no
1946,42.0,secondary,no,257.0,yes,no,may,955.0,2.0,-1.0,0.0,unknown,yes
1947,47.0,secondary,no,3188.0,yes,no,feb,426.0,3.0,-1.0,0.0,unknown,no
1948,27.0,tertiary,no,3083.0,yes,no,may,244.0,2.0,-1.0,0.0,unknown,no
1949,78.0,tertiary,no,226.0,no,no,nov,136.0,1.0,-1.0,0.0,unknown,no
1950,50.0,primary,no,1260.0,no,no,nov,172.0,1.0,-1.0,0.0,unknown,no
1951,46.0,tertiary,no,1410.0,yes,no,nov,93.0,1.0,189.0,8.0,failure,no
1952,41.0,secondary,no,6046.0,yes,yes,mar,300.0,6.0,182.0,2.0,success,yes
1953,36.0,tertiary,no,980.0,no,no,nov,118.0,4.0,104.0,7.0,failure,no
1954,49.0,primary,no,-37.0,no,no,jul,191.0,2.0,-1.0,0.0,unknown,no
1955,46.0,tertiary,no,-154.0,yes,yes,may,107.0,2.0,-1.0,0.0,unknown,no
1956,77.0,primary,no,680.0,no,no,feb,513.0,2.0,89.0,7.0,failure,no
1957,30.0,tertiary,no,799.0,yes,yes,jun,91.0,18.0,-1.0,0.0,unknown,no
1958,43.0,secondary,yes,-1164.0,yes,yes,jul,76.0,4.0,-1.0,0.0,unknown,no
1959,44.0,secondary,no,2523.0,yes,no,may,1236.0,2.0,-1.0,0.0,unknown,no
1960,40.0,primary,no,98.0,yes,no,jun,193.0,5.0,-1.0,0.0,unknown,no
1961,38.0,primary,no,3419.0,yes,no,jun,324.0,5.0,-1.0,0.0,unknown,no
1962,25.0,tertiary,no,343.0,no,no,jun,377.0,1.0,-1.0,0.0,unknown,yes
1963,49.0,tertiary,no,852.0,yes,no,nov,408.0,1.0,-1.0,0.0,unknown,no
1964,33.0,primary,no,50.0,yes,no,may,246.0,2.0,-1.0,0.0,unknown,no
1965,40.0,tertiary,no,0.0,no,no,aug,58.0,7.0,-1.0,0.0,unknown,no
1966,44.0,primary,no,10.0,yes,no,jul,196.0,1.0,-1.0,0.0,unknown,no
1967,32.0,secondary,no,950.0,yes,yes,apr,219.0,4.0,-1.0,0.0,unknown,no
1968,52.0,tertiary,no,0.0,yes,no,jul,197.0,1.0,-1.0,0.0,unknown,no
1969,35.0,tertiary,no,175.0,yes,no,aug,257.0,2.0,-1.0,0.0,unknown,no
1970,35.0,secondary,no,-259.0,yes,no,jan,381.0,1.0,247.0,2.0,failure,no
1971,32.0,secondary,no,6217.0,yes,yes,may,486.0,2.0,-1.0,0.0,unknown,no
1972,42.0,secondary,no,-1310.0,yes,yes,may,162.0,1.0,-1.0,0.0,unknown,no
1973,59.0,unknown,no,139.0,no,no,jun,153.0,1.0,-1.0,0.0,unknown,no
1974,44.0,secondary,no,7138.0,no,no,aug,809.0,2.0,-1.0,0.0,unknown,yes
1975,50.0,secondary,no,1111.0,yes,no,apr,50.0,1.0,-1.0,0.0,unknown,no
1976,27.0,secondary,no,113.0,no,no,jul,39.0,17.0,-1.0,0.0,unknown,no
1977,55.0,tertiary,no,-612.0,no,no,aug,131.0,2.0,-1.0,0.0,unknown,no
1978,54.0,unknown,no,310.0,yes,no,jan,526.0,4.0,258.0,3.0,other,no
1979,31.0,secondary,no,-186.0,yes,no,may,172.0,3.0,-1.0,0.0,unknown,no
1980,56.0,unknown,no,2038.0,no,no,feb,405.0,1.0,305.0,1.0,success,no
1981,51.0,tertiary,no,833.0,no,no,jul,77.0,3.0,-1.0,0.0,unknown,no
1982,61.0,primary,no,625.0,yes,no,may,158.0,2.0,-1.0,0.0,unknown,no
1983,34.0,secondary,no,105.0,yes,no,may,146.0,2.0,171.0,3.0,failure,no
1984,56.0,primary,no,551.0,no,no,may,27.0,1.0,-1.0,0.0,unknown,no
1985,29.0,unknown,no,145.0,no,no,aug,105.0,1.0,-1.0,0.0,unknown,no
1986,34.0,tertiary,no,618.0,yes,no,jun,119.0,4.0,-1.0,0.0,unknown,no
1987,35.0,secondary,no,1063.0,yes,yes,apr,327.0,1.0,-1.0,0.0,unknown,no
1988,56.0,secondary,no,985.0,no,yes,aug,150.0,2.0,-1.0,0.0,unknown,no
1989,45.0,secondary,no,2926.0,yes,yes,nov,482.0,3.0,120.0,2.0,failure,no
1990,31.0,secondary,no,-449.0,yes,no,may,81.0,2.0,-1.0,0.0,unknown,no
1991,37.0,tertiary,no,66.0,no,no,nov,1164.0,2.0,-1.0,0.0,unknown,yes
1992,43.0,secondary,no,0.0,yes,no,jul,674.0,3.0,-1.0,0.0,unknown,no
1993,40.0,unknown,no,419.0,yes,no,jul,347.0,1.0,-1.0,0.0,unknown,no
1994,44.0,primary,no,4758.0,yes,no,jul,712.0,6.0,-1.0,0.0,unknown,yes
1995,38.0,secondary,no,-23.0,no,no,nov,48.0,2.0,-1.0,0.0,unknown,no
1996,58.0,tertiary,no,1573.0,yes,yes,nov,279.0,1.0,-1.0,0.0,unknown,no
1997,24.0,secondary,no,77.0,yes,no,may,236.0,2.0,-1.0,0.0,unknown,no
1998,53.0,secondary,no,1378.0,yes,no,jul,91.0,2.0,-1.0,0.0,unknown,no
1999,36.0,secondary,no,-73.0,yes,yes,may,15.0,8.0,-1.0,0.0,unknown,no
2000,28.0,primary,no,60.0,yes,no,may,161.0,1.0,337.0,1.0,failure,no
2001,45.0,primary,no,137.0,yes,yes,may,187.0,19.0,-1.0,0.0,unknown,no
2002,32.0,tertiary,no,1583.0,yes,no,nov,100.0,1.0,182.0,1.0,failure,no
2003,46.0,secondary,no,-121.0,yes,yes,jul,214.0,4.0,-1.0,0.0,unknown,no
2004,28.0,secondary,no,1065.0,yes,yes,apr,406.0,1.0,317.0,1.0,failure,no
2005,51.0,secondary,no,-13.0,yes,no,may,361.0,1.0,364.0,1.0,failure,no
2006,51.0,primary,no,1869.0,no,no,jun,30.0,3.0,-1.0,0.0,unknown,no
2007,30.0,secondary,no,4787.0,yes,no,jun,99.0,2.0,-1.0,0.0,unknown,no
2008,39.0,secondary,yes,-183.0,yes,no,may,202.0,2.0,-1.0,0.0,unknown,no
2009,28.0,primary,no,702.0,yes,no,jun,318.0,2.0,-1.0,0.0,unknown,no
2010,31.0,tertiary,no,1494.0,no,no,aug,275.0,12.0,-1.0,0.0,unknown,no
2011,31.0,primary,no,0.0,yes,yes,may,59.0,4.0,-1.0,0.0,unknown,no
2012,38.0,tertiary,no,46.0,no,no,aug,70.0,4.0,-1.0,0.0,unknown,no
2013,31.0,secondary,no,609.0,yes,no,apr,1126.0,1.0,335.0,1.0,failure,no
2014,74.0,secondary,no,4079.0,no,no,oct,343.0,3.0,-1.0,0.0,unknown,yes
2015,40.0,tertiary,no,0.0,yes,no,feb,228.0,2.0,182.0,6.0,failure,yes
2016,43.0,secondary,no,7876.0,yes,no,aug,209.0,2.0,-1.0,0.0,unknown,no
2017,34.0,tertiary,no,925.0,yes,no,apr,709.0,1.0,-1.0,0.0,unknown,yes
2018,54.0,tertiary,no,7010.0,no,no,mar,275.0,2.0,-1.0,0.0,unknown,no
2019,51.0,primary,no,42.0,yes,no,may,51.0,2.0,342.0,3.0,failure,no
2020,33.0,secondary,no,285.0,no,yes,jul,267.0,1.0,-1.0,0.0,unknown,no
2021,41.0,tertiary,no,0.0,no,no,jun,95.0,1.0,-1.0,0.0,unknown,no
2022,33.0,tertiary,no,3170.0,no,no,oct,246.0,2.0,-1.0,0.0,unknown,no
2023,48.0,secondary,no,8.0,no,yes,jul,46.0,1.0,-1.0,0.0,unknown,no
2024,42.0,tertiary,no,216.0,yes,no,may,144.0,3.0,-1.0,0.0,unknown,no
2025,35.0,tertiary,no,2975.0,no,no,aug,249.0,2.0,-1.0,0.0,unknown,no
2026,25.0,secondary,no,894.0,yes,no,may,328.0,1.0,-1.0,0.0,unknown,no
2027,38.0,primary,no,490.0,yes,yes,aug,17.0,1.0,-1.0,0.0,unknown,no
2028,45.0,secondary,no,245.0,yes,no,may,126.0,3.0,-1.0,0.0,unknown,no
2029,59.0,tertiary,no,0.0,yes,no,jul,52.0,8.0,-1.0,0.0,unknown,no
2030,47.0,unknown,no,150.0,no,no,jun,52.0,1.0,-1.0,0.0,unknown,no
2031,33.0,tertiary,no,4.0,yes,no,jul,285.0,5.0,-1.0,0.0,unknown,no
2032,59.0,primary,no,1727.0,no,no,may,500.0,4.0,358.0,2.0,failure,yes
2033,41.0,primary,no,664.0,no,yes,jul,955.0,5.0,-1.0,0.0,unknown,yes
2034,42.0,secondary,no,473.0,yes,no,jul,216.0,5.0,-1.0,0.0,unknown,no
2035,51.0,tertiary,no,0.0,no,no,aug,84.0,7.0,-1.0,0.0,unknown,no
2036,45.0,tertiary,no,-192.0,yes,no,may,138.0,3.0,-1.0,0.0,unknown,no
2037,30.0,tertiary,no,1942.0,yes,yes,nov,436.0,2.0,178.0,3.0,other,yes
2038,33.0,secondary,no,5137.0,yes,no,may,123.0,1.0,-1.0,0.0,unknown,no
2039,43.0,tertiary,no,13044.0,no,no,aug,36.0,4.0,-1.0,0.0,unknown,no
2040,37.0,secondary,no,1053.0,no,no,jun,405.0,3.0,-1.0,0.0,unknown,no
2041,73.0,primary,no,154.0,no,no,oct,103.0,1.0,-1.0,0.0,unknown,no
2042,43.0,secondary,no,625.0,yes,no,sep,175.0,1.0,-1.0,0.0,unknown,no
2043,52.0,primary,no,255.0,no,yes,jul,374.0,3.0,-1.0,0.0,unknown,no
2044,44.0,tertiary,no,529.0,yes,no,jun,129.0,4.0,-1.0,0.0,unknown,no
2045,56.0,tertiary,no,318.0,no,yes,jul,246.0,3.0,-1.0,0.0,unknown,no
2046,21.0,secondary,no,1903.0,yes,no,may,107.0,2.0,-1.0,0.0,unknown,no
2047,43.0,tertiary,no,1937.0,no,no,jun,385.0,1.0,-1.0,0.0,unknown,no
2048,54.0,primary,no,3859.0,no,yes,nov,104.0,3.0,-1.0,0.0,unknown,no
2049,59.0,primary,no,4198.0,no,no,jan,309.0,1.0,91.0,10.0,success,yes
2050,52.0,primary,no,230.0,yes,no,may,198.0,2.0,170.0,2.0,failure,no
2051,31.0,secondary,no,747.0,yes,no,may,543.0,2.0,-1.0,0.0,unknown,yes
2052,53.0,secondary,no,263.0,no,yes,jul,143.0,7.0,-1.0,0.0,unknown,no
2053,24.0,secondary,no,-46.0,yes,no,may,23.0,1.0,-1.0,0.0,unknown,no
2054,57.0,secondary,no,0.0,no,yes,jun,104.0,2.0,-1.0,0.0,unknown,no
2055,48.0,secondary,no,568.0,yes,no,sep,378.0,2.0,386.0,1.0,success,yes
2056,57.0,secondary,no,1469.0,yes,no,nov,364.0,1.0,-1.0,0.0,unknown,no
2057,51.0,secondary,no,18.0,no,yes,jul,363.0,6.0,-1.0,0.0,unknown,no
2058,50.0,tertiary,no,201.0,yes,no,jul,248.0,1.0,-1.0,0.0,unknown,no
2059,34.0,secondary,no,1412.0,yes,yes,may,157.0,2.0,-1.0,0.0,unknown,no
2060,43.0,primary,no,-93.0,yes,no,may,402.0,2.0,-1.0,0.0,unknown,no
2061,31.0,secondary,no,-331.0,yes,no,may,203.0,5.0,-1.0,0.0,unknown,no
2062,29.0,unknown,no,486.0,yes,no,may,422.0,1.0,363.0,1.0,failure,no
2063,39.0,primary,no,694.0,yes,no,nov,44.0,1.0,-1.0,0.0,unknown,no
2064,36.0,tertiary,no,2806.0,yes,no,may,358.0,4.0,-1.0,0.0,unknown,no
2065,38.0,tertiary,no,0.0,no,no,feb,39.0,2.0,-1.0,0.0,unknown,no
2066,56.0,tertiary,no,2959.0,yes,no,may,325.0,1.0,-1.0,0.0,unknown,no
2067,41.0,primary,no,22.0,yes,no,nov,238.0,3.0,126.0,4.0,other,no
2068,47.0,secondary,no,1167.0,yes,no,apr,968.0,1.0,87.0,5.0,failure,yes
2069,38.0,tertiary,no,35.0,yes,no,apr,156.0,1.0,273.0,3.0,failure,no
2070,80.0,secondary,no,8304.0,no,no,apr,681.0,1.0,118.0,11.0,success,no
2071,37.0,secondary,no,4760.0,yes,no,nov,187.0,2.0,-1.0,0.0,unknown,no
2072,44.0,tertiary,no,-1313.0,yes,yes,may,104.0,10.0,-1.0,0.0,unknown,no
2073,33.0,secondary,no,697.0,no,no,feb,860.0,2.0,-1.0,0.0,unknown,yes
2074,53.0,secondary,no,230.0,no,yes,aug,112.0,2.0,-1.0,0.0,unknown,no
2075,69.0,tertiary,no,473.0,no,no,jul,112.0,1.0,78.0,1.0,failure,no
2076,46.0,secondary,no,1427.0,yes,no,may,32.0,3.0,-1.0,0.0,unknown,no
2077,30.0,tertiary,no,201.0,yes,no,mar,325.0,2.0,-1.0,0.0,unknown,yes
2078,31.0,secondary,no,1086.0,no,no,nov,410.0,1.0,-1.0,0.0,unknown,no
2079,38.0,tertiary,no,4335.0,yes,no,nov,640.0,1.0,-1.0,0.0,unknown,no
2080,34.0,secondary,no,44.0,no,no,jun,118.0,1.0,-1.0,0.0,unknown,no
2081,48.0,unknown,no,286.0,no,no,jul,166.0,2.0,-1.0,0.0,unknown,no
2082,46.0,primary,no,216.0,no,no,feb,173.0,1.0,-1.0,0.0,unknown,no
2083,42.0,secondary,no,214.0,yes,no,may,21.0,24.0,-1.0,0.0,unknown,no
2084,41.0,secondary,no,343.0,yes,no,may,89.0,7.0,-1.0,0.0,unknown,no
2085,33.0,secondary,no,-77.0,yes,no,jul,151.0,3.0,-1.0,0.0,unknown,no
2086,39.0,primary,no,1046.0,no,no,jun,112.0,4.0,-1.0,0.0,unknown,no
2087,27.0,secondary,no,1566.0,no,no,jan,164.0,5.0,-1.0,0.0,unknown,no
2088,26.0,tertiary,no,592.0,no,no,jan,145.0,2.0,164.0,1.0,other,no
2089,38.0,tertiary,no,104.0,yes,no,may,606.0,3.0,-1.0,0.0,unknown,yes
2090,48.0,secondary,no,0.0,yes,no,may,105.0,1.0,-1.0,0.0,unknown,no
2091,54.0,secondary,no,-22.0,no,yes,jul,85.0,1.0,-1.0,0.0,unknown,no
2092,51.0,secondary,no,0.0,no,no,jul,439.0,3.0,-1.0,0.0,unknown,no
2093,47.0,secondary,no,72.0,no,no,may,278.0,1.0,-1.0,0.0,unknown,no
2094,53.0,secondary,no,100.0,no,no,aug,205.0,4.0,-1.0,0.0,unknown,no
2095,35.0,primary,no,319.0,yes,no,jul,221.0,1.0,-1.0,0.0,unknown,no
2096,58.0,tertiary,no,9339.0,yes,no,nov,52.0,3.0,172.0,3.0,other,no
2097,52.0,tertiary,no,50.0,yes,no,jun,84.0,3.0,-1.0,0.0,unknown,no
2098,57.0,secondary,yes,32.0,yes,no,may,476.0,3.0,-1.0,0.0,unknown,no
2099,52.0,tertiary,no,6922.0,no,no,nov,371.0,1.0,-1.0,0.0,unknown,no
2100,35.0,tertiary,no,633.0,yes,no,apr,128.0,3.0,-1.0,0.0,unknown,no
2101,48.0,secondary,no,4265.0,yes,no,may,220.0,2.0,-1.0,0.0,unknown,no
2102,46.0,tertiary,no,2262.0,no,no,jul,44.0,14.0,-1.0,0.0,unknown,no
2103,39.0,secondary,no,1970.0,yes,no,jun,30.0,1.0,404.0,2.0,success,no
2104,38.0,tertiary,no,1513.0,no,no,may,330.0,1.0,342.0,1.0,failure,no
2105,34.0,secondary,no,4659.0,yes,no,aug,28.0,1.0,-1.0,0.0,unknown,no
2106,47.0,primary,no,668.0,no,no,may,908.0,1.0,-1.0,0.0,unknown,no
2107,35.0,tertiary,no,649.0,no,no,apr,177.0,1.0,-1.0,0.0,unknown,no
2108,46.0,primary,no,452.0,yes,no,may,113.0,4.0,-1.0,0.0,unknown,no
2109,27.0,secondary,no,-145.0,yes,no,may,289.0,8.0,-1.0,0.0,unknown,no
2110,31.0,secondary,no,-498.0,yes,no,jul,357.0,1.0,-1.0,0.0,unknown,no
2111,31.0,tertiary,no,0.0,no,no,aug,38.0,16.0,-1.0,0.0,unknown,no
2112,46.0,secondary,no,22.0,yes,no,aug,414.0,4.0,-1.0,0.0,unknown,no
2113,31.0,secondary,no,2304.0,yes,no,nov,257.0,2.0,-1.0,0.0,unknown,no
2114,33.0,tertiary,no,1412.0,yes,no,aug,480.0,1.0,-1.0,0.0,unknown,yes
2115,42.0,primary,no,145.0,no,no,aug,252.0,2.0,-1.0,0.0,unknown,no
2116,33.0,primary,no,4897.0,yes,no,may,151.0,1.0,-1.0,0.0,unknown,no
2117,40.0,primary,no,1832.0,no,no,feb,213.0,4.0,-1.0,0.0,unknown,no
2118,51.0,primary,no,3726.0,no,yes,aug,119.0,12.0,-1.0,0.0,unknown,no
2119,31.0,tertiary,no,591.0,no,no,nov,161.0,2.0,-1.0,0.0,unknown,no
2120,62.0,tertiary,no,0.0,no,no,nov,227.0,2.0,-1.0,0.0,unknown,yes
2121,24.0,secondary,no,508.0,yes,no,may,12.0,3.0,374.0,1.0,other,no
2122,48.0,secondary,no,817.0,no,no,jan,517.0,1.0,282.0,4.0,success,yes
2123,41.0,secondary,no,348.0,yes,no,may,225.0,2.0,275.0,2.0,failure,no
2124,43.0,tertiary,no,291.0,yes,no,may,150.0,2.0,-1.0,0.0,unknown,no
2125,52.0,secondary,no,3554.0,no,yes,jul,89.0,1.0,-1.0,0.0,unknown,no
2126,54.0,primary,no,781.0,yes,no,may,103.0,2.0,-1.0,0.0,unknown,no
2127,32.0,tertiary,no,267.0,no,no,may,128.0,1.0,-1.0,0.0,unknown,no
2128,38.0,primary,no,1327.0,yes,no,nov,277.0,1.0,-1.0,0.0,unknown,no
2129,41.0,primary,no,-306.0,yes,no,may,500.0,1.0,-1.0,0.0,unknown,yes
2130,31.0,primary,no,864.0,yes,no,may,113.0,2.0,-1.0,0.0,unknown,no
2131,35.0,tertiary,no,1265.0,yes,no,may,326.0,5.0,179.0,4.0,failure,yes
2132,26.0,secondary,no,0.0,no,no,may,755.0,1.0,-1.0,0.0,unknown,no
2133,52.0,tertiary,no,214.0,no,no,aug,161.0,3.0,-1.0,0.0,unknown,no
2134,58.0,secondary,no,425.0,yes,yes,nov,100.0,1.0,-1.0,0.0,unknown,no
2135,57.0,tertiary,no,3.0,no,no,aug,142.0,2.0,-1.0,0.0,unknown,no
2136,34.0,tertiary,no,0.0,yes,no,may,214.0,2.0,-1.0,0.0,unknown,no
2137,59.0,primary,no,0.0,no,no,nov,167.0,2.0,-1.0,0.0,unknown,no
2138,27.0,secondary,no,282.0,no,yes,jul,676.0,5.0,-1.0,0.0,unknown,no
2139,42.0,tertiary,no,0.0,no,no,jul,236.0,1.0,-1.0,0.0,unknown,no
2140,47.0,tertiary,no,3727.0,no,no,jun,993.0,6.0,-1.0,0.0,unknown,yes
2141,33.0,secondary,no,0.0,yes,yes,jul,83.0,12.0,-1.0,0.0,unknown,no
2142,31.0,secondary,no,864.0,yes,no,may,100.0,1.0,-1.0,0.0,unknown,no
2143,37.0,tertiary,no,4089.0,yes,no,feb,289.0,2.0,174.0,4.0,other,yes
2144,29.0,secondary,no,-478.0,no,yes,jul,528.0,2.0,-1.0,0.0,unknown,no
2145,38.0,primary,no,-363.0,no,no,jun,340.0,2.0,-1.0,0.0,unknown,no
2146,35.0,secondary,no,8883.0,no,no,nov,33.0,3.0,-1.0,0.0,unknown,no
2147,31.0,secondary,no,1970.0,no,no,apr,284.0,3.0,-1.0,0.0,unknown,no
2148,62.0,tertiary,no,1859.0,no,no,aug,245.0,3.0,-1.0,0.0,unknown,yes
2149,32.0,tertiary,no,1059.0,yes,no,apr,115.0,1.0,-1.0,0.0,unknown,no
2150,31.0,secondary,no,388.0,yes,no,may,730.0,2.0,-1.0,0.0,unknown,no
2151,51.0,primary,no,602.0,yes,no,may,347.0,1.0,284.0,2.0,failure,no
